text,label,binary_rate_change_result
아니 갑자기 무슨 망층한...,0,0.0
똑똑하긴 만날 보좌관에게 물어봐라는 멍멍이 소리 밖에 더헀어?,1,1.0
"그러니까, 밥먹으러 가자",0,0.0
벗기는게 제일 먼저. ㅋㅋ,1,1.0
걔랑 결혼했다고? 누군지 몰라서 악플도 안 달렸겠네,1,1.0
군대가서 뒤졌으면 좋겠네,1,1.0
오늘 내준 숙제 내일까지 하도록,0,0.0
넌 어떻게 너가 좋아하는 것만 하려고 하니?,1,0.0
나도 먹지는 않아,0,0.0
너무 이기적이잖아,0,0.0
하루하루가 너무 무기력해.,0,0.0
경제가 안 좋아서 어쩔 수 있나,0,0.0
개겉은 쌍것아 가서 내 휴대폰 물고와,1,1.0
번질번질 거리는 얼굴보면 칼빵 놓고 싶어.,1,1.0
니 돈으로 먹는 것도 아닌데 왜 이래라 저래라야?,0,1.0
작년 식량 슬 떨어질텐데 아사자 나오겠다 진짜,0,1.0
너도 찢어 죽여줄까?,1,1.0
나 모아 둔 돈이 없어 ... 미안...,0,0.0
엥 사귄건 맞는데 음악실 썰은 누가 지어낸거같음,0,0.0
노비 따위가 건방지게 권리를 논해?,1,1.0
"니보담 20배나 경쟁력 있을 꺼다, 먀!",0,1.0
주는대로 감사합니다 하고 봐야지,1,0.0
너 같은 무뇌충 때문에 집단 면역이 안생기는 거야,1,1.0
르네상스고 뭐고 #@인간및인간집단.인물.정치인.남성# 배출한 역적 똥통 걍 폐교해야 함,1,1.0
그러다가 카페 내 화분를 다 휘벼 파놓길래 주의를 좀 줬거든,0,0.0
고양이가 이불에 오줌싸서 이불빨래 하고 옴,0,0.0
몸에서 육수가 줄줄 흐른다.,1,1.0
거지라는 말이 딱이네.,1,1.0
너희 회사 부도 났다면서!,0,0.0
다 늙어서 이제 밤일도 못하는데 중년 부부가 어떻게 사이가 좋겠냐 ㅋㅋㅋ,1,1.0
짱개판 노재팬 운동에 금메달도 소용없구만,1,1.0
짜증나게 계속 음식 쳐먹자고하지마. 돼지같애,1,1.0
역겨운 벌레 나오는 잼민이 유튜버를 왜 보냐?,1,1.0
진짜? 작가가 머갈빡에 총맞았나보네,1,1.0
몸무게 재는 중이야.,0,0.0
철없고 한심하고 여자만 밝히지,1,1.0
아 엄마 때문에 기분 정말 더럽다.,1,1.0
저사람은 자기 자식 자랑을 엄청 하네,0,0.0
돌도 처먹게 생겨서 뭔 배탈이냐,1,1.0
오빠야가 꼬튜로 박아볼까,1,1.0
일진 동생에 막나가는 언니에,0,0.0
아니 그딴거 안 봐,0,0.0
너 일찍 죽겠다 ㅋㅋ,1,1.0
머리 자를까 말까 고민 중인데 어쩔까?,0,0.0
멍청이들 지잡 냄새는 절대 못지워요,1,1.0
엄마도 여적여적이라서 남동생만 끼도 도는거지,1,1.0
어떻게 자기를 키워준 부모를 죽일 수 있지?,1,0.0
이봐 니가 쳐묵어봐 다른사람거 보다 짠지 안짠지!!,1,1.0
나는 남자친구가 돈을 더 많이 써줬으면 좋겠어,0,0.0
아 깨지면 정신차릴 머가리가 없어지는구나? ㅋㅋㅋㅋ,1,1.0
이 영화 같이 보러갈래?,0,0.0
거지 냄새 나서,1,1.0
심지어 모르는 사람이 자기한테 욕을 하는 경우도 있었대.,0,0.0
진짜 저렇게 하면서 어떻게 폐국 안당하는 건지 모르겠네,1,1.0
"아 아빠 옛날 노래만 듣는거 짜증나 듣고 싶은것도 못듣고,,",0,0.0
인성 파탄난거 개쩐다,1,1.0
인종차별은 없고 못생김 차별만 있는 듯.,1,1.0
많이 물리셨나봐요^^,0,1.0
쪽팔려 아무대나 태극기걸고 자랑하듯이 사진찍지마  병ㅡ신들 루마니아 애들도 속으로 줜나 비웃것다,1,1.0
성폭력 피해자가 한순간에 갑질 가해자가 되네,0,0.0
머리 푸르고 살랑거리는 게 최고야 뭘 묶긴 왜 묶어,1,1.0
이래서 엄마 인성이 중요하다는 거야 여자들은 집에서 애 하나 보는 것도 못해서야,1,1.0
인정 ㅋㅋㅋ 저런 여자는 그냥 수영장에 안 오는 게 예의 아니냐?,1,1.0
황교익 왈 신발도 튀기면 맛있는데 작은닭도 맛은 날 것,0,0.0
부모님한테 효도하려면 당장 오늘부터 해,1,0.0
아휴 정신 상한 부친 난동에 다른 애들까지 무슨 날벼락이며 그 집 자식도 곱게 자라긴 틀린 거 같네,1,1.0
내가 왜 찐따야..?,0,0.0
너네 엄마랑 하다가 뇌에 성병 옮아서 그래,1,1.0
진짜 잼민이가 나와야 짜릿하지.,1,1.0
한국여자들은 한국사람들을 믿지 말아야 해,0,1.0
근데 한녀들은 종족번식할 생각 1도 없으니 각자 도생하다가 단명하겠지,1,1.0
너도절대안되겄다,0,0.0
"애자 같더니만, 찐 애자였네 ㅋㅋㅋ",1,1.0
"가축이지, 세금으로 정치인이라는 상위 계층을 먹여 살리잖아",1,1.0
아니 교수는 ppt 그냥 보고 읽을 거면 돈 뱉어내라고 진심 개빡치네,1,1.0
얘도 그새 논란이 생겼네,0,0.0
너 같은 애는 백퍼 데이트폭력 당함,1,1.0
중국 농산물 수입 개방했을때부터 예견된 일ㅋㅋ 악으로 깡으로 버텨라,0,1.0
이러다 뭐 2주 지나면 어차피 포기할 거잖아 ㅋㅋ,1,0.0
1일 1망언 하는 인간이 되겠냐 그게?,1,1.0
진짜 마스크 안쓴 인간들한테 죽빵허용권 줘야한다.,1,1.0
응 도찐개찐,0,0.0
그러니까 저런 것들이 정치를 하니까 우리같은 국민들이 죽어나는거야,1,1.0
예쁜 여자가 벗은 가슴을 나한테 모아주면 좋겠다.,1,1.0
쓸만하니까 주웠지. 쓸모없는 당신이나 갖다 버렸으면 좋겠네.,1,1.0
그냥 나는 이민이나 가련다,0,0.0
고객센터 대응이 왜 이래?,0,0.0
ㅋㅋㅋ 그게 사람이 맞을 점수냐?,0,1.0
야 그런 쓰레기같은 걸 왜 먹냐,1,1.0
그건 나도 모르겠네,0,0.0
ㅋㅋㅋ 노잼드립 치지마 관상은 너가 더 독두꺼비야 ㅋㅋ,1,1.0
아니 이샛기걍 뭘 해도 ㅂ1ㅅ같이 해,1,1.0
솔직히 보통 엄마가 없으면 그런드립을 많이 치지 ㅋㅋ,1,1.0
요즘 목사란 인간들은 온통 성범죄자야.,1,1.0
무슨 일인데?,0,0.0
이제 다시 활동해서 빠순이들 돈 뜯으려고 부릉부릉하고 있구만.,1,1.0
그래야겠다.. 돈으로라도 꼬셔야지,0,0.0
너 같은 썩은 물 때문에 사회가 이 지경인거야,0,1.0
외모만 보고 대쉬하는 남자들 별로인 듯.,0,0.0
그냥 앞으로 안 보면 좋겠다,0,0.0
너처럼 족발 안달렸는데도 건강하기만 함,1,1.0
우리 누나 빨통만 크고 아래는 허벌이야,1,1.0
제가 뭐가 부족해서 그러시는 건가요?,0,0.0
니 입냄새하고 침 냄새에 미국 누나 까무러칠듯ㅋㅋ,1,1.0
통일을 반대하면서 남한에는 왜 온거야?,1,0.0
내말이 그리고 아줌마가 무슨 향수를 뿌려 어이없어,1,1.0
패디큐어 예쁘게 칠한 발 한번 빨아보는 게 소원이야,1,1.0
그런 식으로 하니까 40살에 아직 고시공부쳐하지,1,1.0
딱 보니까 전 남친 대타로 꿩 대신 닭이네.,1,1.0
#@# 화백의 작품들을 보았는가?,0,0.0
병원에서 나 온 몸이 안 좋대,0,0.0
왜? 재밋는데 변태들이랑 노는게 특히,1,1.0
아파 죽어도 약도 주지 말고 고통에 괴로워 몸부림치게 만들어야 돼.,1,1.0
조선족중에도 부자 많아,0,0.0
네 발에 야추 밟히면 엄청 꼴리겠다,1,1.0
내가 맘카페 회원인데 여기 소문낼 거야!,1,0.0
그렇게 뇌까지 맨날 소독하니깐 멍청해지지,1,1.0
성형이 아니라 경락이나 시술이라 그런거 아니야?,0,0.0
애들 유난스러우면 천재드립 아니야,1,1.0
겉먼만 들고 머리는 텅 빈 놈들이지ㅋㅋ,1,1.0
매번 학생들만 당하는구나.,0,0.0
자존심은 무슨 개존심이지 그러면서 여자들 화나면 무섭다 난리치지,1,1.0
한심하다 한심해.,0,1.0
치료 받아야 낫지. 넌 병을 키우고 있잖아. 멍청이,1,1.0
와 진짜 나는 아무것도 모르는데 어떡하냐,0,0.0
대상은 무슨 그냥 저 딴따라 인생이나 살고 있었겠지,1,1.0
공익하는 내내 너무 힘들었다.,0,0.0
멍청하기만 한게 아니고 인생이 불쌍하네,1,1.0
회사 납품하는 사람인데 실적은 전년대비 좋아지고 있으니 걱정 마셔요!,0,0.0
맨날 지들 듣기 싫은 소리하는 사람 보면 일베충이라고 헛소리나 해 대지?,1,1.0
신종 암덩어리 발생이다 이런 #@인간및인간집단.조직및단체.정치팬덤#이들,1,1.0
그 노인네는 인간 비슷하게 생긴 짐승 아니야?,1,1.0
짱깨 계획 유출 됐노,1,1.0
당사자도 아닌데 왜 너네가 신나하냐 앰생들아.,1,1.0
아까 라면먹지 않았냐? 또먹어 돼지야?,1,1.0
저기 개미들 등골 빨아먹는 회사다.,1,1.0
이게 여자인지 하마인지 알수가 없네,1,1.0
작가랑 피디 다 뒤졌으면 좋겠네,1,1.0
메퇘지 쿵쾅이 페미들이 그거보고 얼마나 환상을 가지고 남자를 만나겠어 ㅋㅋ,1,1.0
저소득층 집안 출신의 눈에는 저게 비싸 보이겠지.,1,1.0
그렇긴 하지,1,0.0
내가 생각해도 그렇긴 해,0,0.0
아주 지 마음대로 배불릴라고 애를 쓰는구나,1,1.0
다른 나라 여자들은 잘 받아줄 줄 착각하는 것도 하루이틀이지...,1,1.0
짱깨폰 왜 씀?,1,1.0
ㅋㅋㅋ 그냥 집에만 있으면 아무 말도 안 할 건데,0,0.0
걸신 들린 것도 아니고 뭐 그렇게 많이 먹어.,0,1.0
저능아 지잡 꼴통 놈 헛소리를 신박하게 하네,1,1.0
와 ㄹㅇ 북조선 따라가는거냐,0,1.0
못생긴 사람은 보통 마음도 흉측해 ㅋㅋ,1,1.0
하긴 옆에서 들리는 말만 들어도 알텐데,0,0.0
너 피부에 왜 그렇게 여드름이 많이 났어?,0,0.0
근데 얘도 웃긴 게 지 남친이 바람핀 건데 지 남친은 감싸고 상대 여자만 깜,1,1.0
저렇게 예쁜 여자를 어떻게 가만히 두겠어,1,0.0
워홀 간 여자애들 중에 몸파는 애들 많다더라,1,1.0
자기 수준이 어느 정도인지 모르고 날뛰네.,1,1.0
내가 PD하면 훨씬 더 잘하겠다!,1,0.0
이 시국에 백화점 쏘다니고 겁을 상실한거지,1,0.0
ㅋㅋㅋㅋ ㅇㅈ 사기로 1등 했다며 니네도 이제 방법 아니까 함 해 봐라,0,1.0
휴우~이제 다 팠다.,0,0.0
난 왜 이렇게 공부를 못할까?,1,0.0
유난 그 자체지,1,1.0
노키즈존? 장난해? 내가 여기 예약하는데 얼마나 힘들었는데 노키즈존? ^^ㅣ발 내가 만만하니?,1,1.0
내가 아무 음식 넣고 섞어도 여기보단 맛있을 듯,0,1.0
와 이걸 이렇게 몰아가네 그래 내가 미안하다 찌질한 거였네,0,0.0
못생겨서 그렇게 안하면 관심을 못받음 ㅋㅋ,1,1.0
아버지는 진작에 답 없는 거 알고 엄마 버리고 튀었지,1,1.0
니 눈 진짜 작네,0,0.0
#@인간및인간집단.인물.방송인.여성#는 돈도 많이 벌고 예쁜데 왜 그랬을까?,0,0.0
솔직히 과학 사회에서 종교 믿는 거 자체가 제정신은 아니지,1,1.0
인성도 쓰레기라며. 총살이다,1,1.0
선비 납셨네요~ 불편하면 너가 안 보면 될 거 아니야 ㅋㅋ,1,1.0
캣맘들 대부분 아주매미들 아니냐?,0,1.0
ㅋㅋ근육도 하나도 없고 그냥 지방덩어리가 같아서 그렇지.,1,1.0
니가 다는 것도 악플이니 니 손가락 먼저 잘라야겠네,1,1.0
길가다 20대 10명중 7명은 벌레라는 소리? ㅋㅋㅋ 벌레천지누,1,1.0
귀찮게 하지마 나,0,0.0
인제 왔데 기더기야 온건 기사 안쓸거지?,0,1.0
한녀 말고 좀 색다른 계집애를 따먹고 싶어서,1,1.0
그럼 뭐함? 닌 와꾸 상태에서 서류 탈락임 ㅋㅋㅋ,1,1.0
쪽발이한테 배웠다는 건 좀 별로네.,1,1.0
좋으니까 딸을 치는 것에 쓰일 그림에 넣은 거잖아,1,1.0
#@인간및인간집단.인물.정치인.여성# 슬슬 기어나올 때 된 것 같은데,1,1.0
그럼 그냥 정신병원에 처박아 놓으면 되잖아.,0,1.0
저거 진짜 예쁜데 잘 어울릴 것 같아?,0,0.0
여자는 사람도 아니라는 유구한 한남 마인드.,1,1.0
드디어 장애인 친구가 생겼네,1,0.0
부모님한테 빨대 꽂고 사는 금수저들 진짜 너무 부럽다,1,1.0
교수 진짜 생각이 있냐 틀딱들 지들 시험만 있는 줄 알지,1,1.0
아주 애국자 납셨네.,1,1.0
학교도 너 쫓아내고 싶을 것 같아,1,1.0
솔직히 계집이 나대다가 죽은 건 자연사 맞지ㅋㅋㅋ,1,1.0
모르겠어 그냥 가서 안기고싶어,0,0.0
니는 배때지에 칼안들어가나 이리와바라 쭈시주께,1,1.0
친구도 없으면서 회장은 어떻게 했냐 ㅋㅋ,0,1.0
왜 전개 때문에?,0,0.0
말도 안되는 소리 하지마,0,0.0
개념 밥 말아 먹었냐?,1,1.0
언제까지 이 짓 해야 돼?,0,0.0
왜이리 삐딱함,0,0.0
패배자 자식.나한테는 없다고 하던데?,1,1.0
이번에는 인천에서 남편이 부인을 폭행했대,0,0.0
?? 몇살이세요?,0,0.0
너 돈 내가 3배로 불러줄까?,0,0.0
뭐만하면 모른다고 오리발이지 아주,1,1.0
나 문관데 지금 엄청 잘살고 있는데?,0,0.0
아직 큰일 안났다고 그냥 보냈다던데 죽이지 그냥,1,1.0
#@인간및인간집단.인물.정치인.남성# 이 빨갱이 공산주의자 ㅅㄲ는 왜 맨날 기본소득 타령이야?,1,1.0
나는 걔 공부하는 거 보면 #@인간및인간집단.조직및단체.교육기관# 목표로 하고 있는 줄 알았는데?,0,0.0
그러기 전에 너가 쳐맞을걸ㅋㅋㅋ,1,1.0
전쟁 한번 더 나서 한심한 년들 성노리개로 끌려가서 뒤져야 함.,1,1.0
야 너네 학원 선생님들 잘 가르쳐?,0,0.0
그 찌질이 05학번 #@인간및인간집단.인물.인물_무정보.남성# 말이야?,1,1.0
와 진짜 찐따 취향이네 당연히 #@# 아니냐?,1,1.0
"여자는 설거지나 하라는 틀딱인데, #@인간및인간집단.인물.정치인.남성#는 안돼.",1,1.0
아우 회사를 때려치던지 해야지,0,0.0
쩌리 배우 언플 돋네.,1,1.0
야 고민할 게 뭐 있어?,0,0.0
사람들 많은 지하철에서 그랬다더라,0,0.0
진짜 이해가 안 가는 게 이번에 오픈카 사건도 솔직히 범인 보이지 않음? 왜 쥬랄임?,1,1.0
난 그래서 문신충들은 믿고 걸러,1,1.0
저런 애를 또 좋다고 만나주는 남자애들도 뇌가 없는 건지 ㅉㅉ,1,1.0
"부모한테 난 이 열등한 유전자, 열등한 환경 물려주기 싫어서 결혼 절대 안 한다 그랬더니 그냥 입 다물더라",1,1.0
지가 지 발등 찍은 거지 누굴 탓하겠냐?,0,0.0
"나눠서 빨쟀지, 우성이가 언제 혼자 다 빤다고 했냐 ㅋㅋㅋ.",1,1.0
편의점 알바하는데 오늘 폐기 먹었어,0,0.0
야; 그렇게까지 하고싶냐? 이런 것도 사람이라고; 병싄이,1,1.0
너도 괜찮은 인생이야.,0,0.0
그치..? 아무리 그래도 지잡대는 좀 그래..,1,1.0
같은 여자랑 계속 하면 무슨 재미냐? 사람마다 몸이 다른데,1,1.0
"여자는 설거지나 하라는 틀딱인데, 홍발정은 안돼.",1,1.0
우리 팀장 말귀 졸라 못알아쳐먹는듯,1,1.0
"막말로 너도 그렇게 잘난 얼굴 아니지만, 그래도 저건 여자가 아니라 짐승이지.",1,1.0
저들에게 성실함과 능력에 따른 보상이란 없지,0,0.0
왜? 그래도 인기 있는 사람 아니었음?,0,0.0
누가 너랑 자준대? 현실에선 인형한테나 싸는 찌질한 놈,1,1.0
동성애 같은 정신병은 초기에 치료하면 정상으로 돌아올 수 있을 거야.,1,1.0
오빠 어디 아파? 얼굴이 안좋아,0,0.0
생각해보면 진짜 실력에 거품 겁나 끼고 배때지에도 거품 겁나 낀 선수 1등인 거 같아,1,1.0
후배에게 활을 쏴서 맞췄다는거 들었어?,0,0.0
우리나라 같이 미신 많이 믿는 나라가 어딨냐,0,0.0
나도 이 음식 좋아해.,0,0.0
수험생들 눈에 피눈물난다 입 좀 다물어라,1,1.0
그런 애들은 그냥 다 총살 시켜야함; 산소가 아깝다,1,1.0
심심하냐? 친구 하나 없는 히키 망상충.,1,1.0
야 넌 꼬라지가 그게 뭐냐?,1,1.0
조선 수준대로 가는 거지.,0,1.0
진짜 한국 사회 안되겠네?,0,0.0
그냥 빻은 동네 아저씨일 뿐이다 ㅋㅋ,1,1.0
고생하고있는 우리 군인 목숨은 안 중요하냐 감성팔이에 그만 속아라 역겨울 지경이다,1,1.0
저리가 너랑 밥 같이 안먹어,0,0.0
내 말이! 지나 빠져 죽을 것이지!,1,1.0
어디서 끼 부리고 있어. 일로 와. 침대로 가자.,1,1.0
ㅋㅋ 근데 자기가 먹은 걸 남한테 설거지 시키는 사람이 다 있네,0,0.0
진짜 이번에도 또 인스타에 포스팅 올렸네,0,0.0
쟤는 진짜 아픈거 맞냐?,0,0.0
아빠도 어디 가서 아빠 노릇 한다고 하지마세요 저도 힘든데 옆에서 그런 소리하면 저도 힘들어져요 아니면 내 입장에서 조금이라도 이해 줬으면 이런 소리도 안해요,0,0.0
진짜 입니다 여러분 국가부도의 날이 오고 있습니다,0,0.0
워낙 독선적이기로 유명하다고 아는 사람한테 전해 들었음.,0,0.0
이렇게 장점만 있는 방법은 처음이야.,0,0.0
"미안, 바쁜줄도 모르고 부탁할일 하나 있는데 해도 되냐?",0,0.0
매연 쳐먹으면서 하는 운동은 어때? 상쾌해?,1,0.0
똥남아녀들은 한국 남자들이 뭐만 해도 다리를 벌린다던데,1,1.0
우리 대학교 그러는데,0,0.0
룩북이라고 하면 옷 입은 걸 보여줘야 되는데 갈아입는 장면을 보여주고 있네,0,0.0
얼마 전에 2차까지 다 맞았어!,0,0.0
너 때문에 페미가 더 생기겠다,0,1.0
장기 연재 웹툰은 이게 문제야,1,0.0
부모세대에는 자식 없으면 그냥 장애인 취급 당하던 사회였는데 가난한 부모들이 좋아서 애를 낳았겠냐,0,1.0
ㅇㅇ 근데 눈치는 더럽게 없어서 또 옆에와서 개떠들어,1,1.0
안 잔지 오래 됐지,0,0.0
위드 코로나 하자마자 확진자 터졌더라,0,0.0
그냥 몇만원으로 몰상식하고 예의없는 사람 빨리 끊어냈다고 생각하세요,0,1.0
얼굴 믿고 나대려면 평타 이상은 돼야지,1,1.0
"응, 근데 새로운 분야에서 일 하고 싶어졌어",0,0.0
봄의 싱그러움과 가을의 깊은 여운이 사라지는 느낌이랄까,0,0.0
어쩔수 없이 갔어,0,0.0
어린 여자랑 사귀고 싶어,0,0.0
부모 등골 뽑아 먹은 거 치고는 여전히 못생겨서 아쉽긴 하다,1,1.0
나년은 오늘도 만 3세 한남유충 한마리를 참교육시켰다.,1,1.0
왜 안되는 거 같아?,0,0.0
쟤네들은 항상 왜 저럴까?,0,0.0
정말 궁금한데 일뽕들은 일본 왜 빨아?,1,1.0
백날 남탓하면서 살아봐라,1,0.0
아들이 대기업 다닌다고 자랑하고 다닌 살인마,0,1.0
이해가 안 되면 입이라도 다물어 줬으면 좋겠어,0,1.0
와 그두꺼운다리로 반바지입을생각을하냐??,1,1.0
너 여자친구 페미니스트야?,0,0.0
"아 윗집에서 담배 진짜 너무 피워, 관리실에서 방송하는 게 소용이 없다니까?",0,0.0
"배려만 받으려는 것들, 니들은 사회에서 절대 성공 못 해",1,1.0
출근 안하는 차 먀냥 휘발유차가 전기차 구역에 거의 뭐 지정석처럼 이용하시길래요,0,0.0
너처럼 못생긴 애가 어쩌자고 소개팅 앱을 깔아,1,1.0
너 언제까지 그렇게 강박에 갇혀서 살라그래,1,0.0
똥 싸고 다니는 강아지는 잘 챙겨주면서 일하고 오는 나한테는 밥도 안 챙겨줬어,1,0.0
그 여자애 얼굴 개떡같이 생겼던데?,1,1.0
쟤는 내 딸이었으면 맞아 죽었다,1,1.0
나 약간 음치인가..,0,0.0
월급 주면 곱게 쳐받을 것이지 근무 환경 개선은 또 뭐야,1,1.0
또 야식먹어 ? 그러니깐 꼴이 그렇지,1,1.0
바퀴벌레 같은 기생하는 자식들은 왜 사는거야,1,1.0
이 단톡방엔 없을듯요,0,0.0
너는 왜 그런 이유로 사람을 평가하고 그래..,0,0.0
핏줄이 태생적으로 더럽고 거치네.,1,1.0
"그러게, 그걸 보면 586 세대들이 2030세대를 얼마나 하대하는지 알 수 있지…쯧쯧.",1,1.0
이게 장미향이라고? 진짜 장미향기 하나도 안남,0,1.0
내가 신고했는데 여경오면 짜증날거 같아,1,0.0
지금 몇 신데 이제 오는거야,0,0.0
동생 만나러 갈 때 비자 챙기는 거 잊지말고 ㅋㅋ,1,1.0
이미 여자들을 위한 정책 많지 않나?,0,0.0
부모 양심 어디 갔대냐?,0,1.0
지각한 사람이 성을 내네.,0,0.0
엥 어제랑 옷만 빼고 다 똑같은데,0,0.0
아니.다음 주 부터야. 이 가난을 만든 엄마아빠는 그냥 죽었으면 좋겠어.,1,1.0
심지어 8명 기준이 도대체 뭔지 데이터도 없이 그냥 지들이 임의로 정함,0,0.0
그런 것들은 괘씸죄로 가중 처벌해서 사형 시켜야지,1,1.0
오늘 확진자 100명이 넘었네,0,0.0
차라리 명품 시계 따위 사서 플렉스나 해. 아버지가 안 사주니?,1,1.0
나 이번에 네일아트 뭘로 받지?,0,0.0
365일 몸매가 성수기인 아이돌... 와 몸매 봐라 진짜 개쩐다 ㅠㅠ 오빠 나죽어,0,1.0
여자친구 자는 모습이 너무 이쁘다,0,0.0
인성은 가정에서 교육하는 게 맞다 아가야..,1,0.0
ADHD환자도 아니고 왜 이리 집중을 못하니.,1,1.0
너 평상시 거북목 때문에 160 후반대일 확률513%,1,1.0
아따 진짜 개걸스럽게도 먹는고마잉,1,1.0
그렇지. 애초에 공부 열심히 했으면 그런 일 할 이유가 있나.,1,1.0
옷 좀 벗지마,0,0.0
이것들은 기사랍시고 아예 역사 조작에 나서는구나.,1,1.0
뒤질라고 어디서 발뺌이야?,1,1.0
어 진심 가정교육을 어떻게 쳐받은거고?,1,1.0
이번엔 누구냐?,0,0.0
난 아싸라 개노잼이었어,1,1.0
부족한 국고를 채워주시느라 오늘도 애쓰십니다.,1,0.0
아 화나네,0,0.0
윗층 발망치 때문에 잠을 못 자겠어,0,0.0
얘 사진 어떠냐,0,0.0
솔직히 보기 안좋음..,1,0.0
대부분이 실업계 출신이니까 대체로 양아치들이지,1,1.0
이건 무조건 무고다,1,0.0
이놈의 무능한 정부는 대체 할 줄 아는게 뭐에요?,1,1.0
맘충 안 놓치려다가 다른 손님들 다 놓치거든.,0,1.0
돼지 소 생명체인데 너는 왜 음식으로 받아들임?,1,0.0
내 자g에서 물나오게 핥아줘,1,1.0
피싸개 또 선지공장 가동했노,1,1.0
오늘 날씨도 좋은데 예쁘게 하고 어디 가?,0,0.0
근데 키작남이 너를 만날거같냐?,1,1.0
오 생일 미리 축하한다~ 너 생일선물 갖고싶은거 있냐?,0,0.0
하고한날 비판만...,0,0.0
나 속이 안 좋아서 그러는 건데,0,0.0
너도 나 쳐다 봤잖아. 뭐가 불만인데?,0,0.0
잘생김 못생김을 평가할수 없고 그냥 인간에 가까운가 원숭이에 가까운가 평가 해야되더라,1,0.0
걍 중국이나 가라.,1,0.0
너희들은 역사의 쓰레기로 남을 것이다,1,1.0
꼭 그렇진 않을 걸?,0,0.0
ㅇㅇ 다 거기서 눈맞아서 떡치는 거임ㅋㅋ,1,1.0
오늘 양파 먹어서 그래.,0,0.0
"연애 하고 싶어도 못하는 남자애들 보면, 왜 못하는지 이해가 됨",0,0.0
국대라고 빨아주니까 애새기가 ㅈㄴ 거만해졌어,1,1.0
나는 진짜 여경은 왜 뽑는지 모르겠다 ㅋㅋㅋ,0,1.0
영업사원 올 때마다 죽여버리고 싶음,1,1.0
뭐라고?나보단 너 어머니가 훨씬 잘 어울려.,1,0.0
중고차 사기 당하는거 아닌가??,0,0.0
니가 돈을 받아 쳐먹고 있으면 새벽에 속옷 바람으로라도 출근해서 장비를 확인했어야지!,1,1.0
헐 어땠어?,0,0.0
저런 몸가진 헬창들 부럽다,1,1.0
위조 신분증으로 술먹고 먹튀후 자진신고한 고등학생때문에 영업정지당함,0,0.0
죽여버리고 싶으니까 아가리 닫아라,1,1.0
저 사람들도 엄연한 선수들이야.,0,0.0
공돌이들은 어디서 연애함?,0,1.0
생긴 거나 하는 짓이나 꼴미워 죽겠어,1,1.0
저런 쓰레기만도 못한 것도 사람이라고 숨 쉬고 사니 에이그.,1,1.0
"임대 주택은 다 폐급 자제로 올리면서, 정치인들이 슈킹하는 사업이지",1,1.0
이번에 여성 경찰 도망간 사건 봤냐?,0,0.0
여자 가슴 만지고 싶을 때 자기 거 만지면 됨.,1,1.0
아저씨 정신차리세요 외로우면 마사지 업소라도 가시던가,1,0.0
그 친구 어떤 사람이야?,0,0.0
"촛불 들고 잔치 벌였지, 좋다고 노래도 하고. ㅋㅋㅋ",0,1.0
어디서 누더기를 주워입었니?,1,1.0
민중의 놈팽이들,1,1.0
맞아 그냥 빨리 관으로 들어갔으면ㅎㅎ,1,1.0
캣맘들 기본적으로 페미에 비건에 가지가지 하고 있을 듯,1,1.0
걸을 때도 뒤뚱뒤뚱 걷는 것 같아서 극혐이야ㅠㅠ,1,1.0
상받는 자리에 저 차림으로 나타나는 건 예의가 아니지,0,1.0
애초에 밖에서 잠옷을 처 입는다는것 자체가 문제 있는거 아님?,1,1.0
니가 나 사는거 보태준거 있냐 왜이렇게 오바임? 참견 쩌네,1,1.0
바퀴벌레같은 중국 넘들 때문이지,1,1.0
쟤는 코는 조막만 한 게 왜 골덴 자켓을 입고 있냐?,1,1.0
집에 부모가 가정교육 똑바로 안시키나 진심 밖에서 앵벌이 짓 하는 거랑 뭐가 다름,1,1.0
아니 그건 좀,0,0.0
자고 일어나니까 친구가 아침 차려줬다ㅎㅎ,0,0.0
회장님 역으로 많이 나오는 배우 맞지?,0,0.0
한남과의 결혼은 부패한 음쓰를 집어먹는 것이다,1,1.0
이정도로 악플 달리는 거 보면 아직 인기 살아있네 ㅋㅋㅋㅋ,0,1.0
극공감. 마렵다 지렸다 이런 표현 정말 싸보임. 진짜 왜 쓰는지 모르겠음.,0,1.0
한의사한테 치료받느니 차라리 사이비 종교 교주한테 갈 듯 ㅋㅋㅋ,1,1.0
딸이 좋지 어디 같이 쇼핑다니기도 편하고 대체로 아들은 성인되면 엄마랑 외출 안함,0,0.0
요즘 여자한테 인기 없어도 30 넘으면 여자들이 알아서 올거니까 참아라,0,1.0
정치 방역이라 이렇게 기준없이 오락가락 하는거지! 그렇게 사람들이 모이는게 무서워??? 뭐 저지른일이 한두가지여야지,0,1.0
그거 다 도태남들이라 그런거야 어떻게든 현실부정 하는 거지,1,1.0
심지어 한방에 당첨된거랜다...,0,0.0
저 놈만 없었어도 최소 3위는 더 올라갔을 듯,1,1.0
그리고 너네집 걱정이나 하셔!,1,0.0
너보단 내가 낫지,1,0.0
이래서 법을 개정하라는 소릴 듣는 거야,1,0.0
그 친구는 어렸을 때부터 가난하게 자라서 힘들었대.,0,0.0
응 전형적으로 멍청한데 잘나보이고 싶어하는 한녀 직업 맞아.,1,1.0
"헐, #@#도 그러진 않겠다 ㅋㅋㅋ",1,1.0
뒤질 때 됐으면 집에나 있을 것이지 짜증나게 하네,1,1.0
