text,real_label,wrong_label
ㅋㅋㅋ 근데 내 손은 짝짝이가 아니라서. 자꾸 신경에 거슬림.,6,0.0
와 어떻게 그거 서치하면 망돌밖에 안 뜨냐 ㅋㅋ,0,1.0
이런 여자랑 하면 1초 안에 찍 할듯,6,0.0
저도 넉넉하게 하니까 상사가 꼽줬어요 ㅜ,7,0.0
싫으면 싫다고 얘기하면 되는데 벙어리인가 봐,0,1.0
내가 형냐들을 왜 인정해야해?,3,1.0
저것들은 자기들 돈이 어디서 나온다고 생각하는 건지,0,1.0
빨통 찰지던데 십년 힐링된다,6,0.0
책? 니가 책을 읽는다고?,1,0.0
그래서 진화론이 나오고 그래서 다른 동물들을 미개하다고 하는 거겠지.,3,0.0
어제 축구 봤어? 진짜 찐따 같이 못하더라,7,1.0
지가 불편하면 저쪽으로 가서 씻으면 될걸 찝찝하게 만지고 그래,0,1.0
"#@인간및인간집단.조직및단체.정당#이나 #@인간및인간집단.조직및단체.정당#나 색깔만 달랐지 다 같은 쓰레긴데, 찍긴 뭘 찍어?",0,1.0
토착 빨갱이들 다 죽여야 됨,4,1.0
야 담배 없냐 담배좀 내놔라 개 말린다,7,0.0
그냥 지밖에 모르고 예의가 없는 거지.,0,1.0
저 여자는 웬만한 자세는 다 될 듯 남친 부럽다,6,0.0
그 분들 없었으면 너 이미 죽었을 걸?,0,1.0
방송에서 축구 볼 때 토토 얘기할 때부터 싸했다.,1,0.0
맨날 벽에 똥칠만 하는 노친네들 역겨워 죽겠어,3,1.0
맨 앞에 앉아서 밑에도 보고 싶다,6,0.0
돈 썩어나는 집 태생이면서 저러는 거 아니야?,0,1.0
그러니까.. 마주치면 피하고 싶은데 정말,3,0.0
그러면 오늘은 처제 한번 따먹어도 됨?,6,0.0
너 야동보는거 인증샷 단톡방에 뿌린다~,5,0.0
ㅇㅈ제발 사형 좀 시켰으면 좋겠다.,0,1.0
나는 투명 인간이 돼서 여탕 들어가서 여자 알몸 구경하며 자위하고 싶네 ㅋㅋ,1,0.0
그냥 알려주면 안돼? 아주 그냥 비싸게 구네 이깟게 뭐라 고;;,7,1.0
코로나 블루냐? 발끈할 건 없잖아. 디게 없어보이네.,0,1.0
이게 무슨 냄새야?,1,0.0
그냥 징징 거린거 왜에 진행 한게 있냐?,0,1.0
"소상공인, 자영업자들만 영업 제한이 센 거야!",3,0.0
"앞뒤 뻔한 7,80년대 드라마 스토리 보드네…",0,1.0
이것들은 불리하면 화부터 내는 게 컨셉인가 봐,0,1.0
둘이 합치고 국제적으로 격리하면 퍼펙트,0,1.0
솔직히 남편이 바람피는거는 와이프도 잘못 있지 않음?,2,0.0
그런게 어딨어. 뭐든 이기기만 하면 되는 거지,1,0.0
너한텐 비싼 걸 먹일 가치도 없다,0,1.0
특히 저거는 역겨움의 결정체인 듯,3,1.0
한번 인성고자는 영원한 인성고자야. 구제 못해.,3,1.0
그 영화 한 번 보고 이해했다는 놈들 걸러야 함,0,1.0
더불어만진당?,1,0.0
맘충들 별로 없어,1,0.0
혹시 지금 불행 배틀을 제안하는 거니?,0,1.0
저 할아버지가 너구나?,3,0.0
서로 안하면 그만인데 누가 그런걸 억지로 시킨다고그럼?? 쉽게돈벌고싶으면 몸파는거고 성욕풀고싶으면 가는거지;;,0,1.0
나 엄마 없는데?ㅋㅋ,0,1.0
쟤가 소심해서 그래.,2,0.0
볼때마다 피나와서 토나올뻔..개역겨운데 그딴거 왜봄?,3,1.0
저러니까 친구들한테 다 손절당했지.,0,1.0
잘생기면 됐지 겁이 많으면 어떠냐?,1,0.0
어차피 어떤 놈이 그자리에가든 이번판 대선은 별반 의미없을게다.,1,0.0
그렇다고 보복운전하는 애가 정상이냐?,1,0.0
장애인들은 생각하는게 이기적이라서 존중? 필요없음ㅋ,2,1.0
펫샵에서 분양받았지만 유기견 봉사 다니고 기부할 수도 있는 거지,1,0.0
관리실에서는 대체 일을 어떻게 처리하길래 새벽에 소방 알람이 몇 번이나 울게 해!,1,0.0
왜 여자들 많은 직업만 자꾸 기계로 갈아치우는 거야.,1,0.0
비슷한 시간대 영화 따로 봐!,1,0.0
방구석 파오후들 소름끼친다,0,1.0
저 남자는 남자치고 참 곱게 생겼다.,2,0.0
얼굴도 예쁜데 장애인이라니 ㅠㅠ 안타깝다.,2,0.0
너 진짜 눈치도 없냐?,0,1.0
기러기한테 새우깡 주고 싶다,0,1.0
저런식으로 내로남불로 구는 것들은 진짜 다 연애하면 안돼,0,1.0
내가 알아? 확 그냥 절벽에서 밀어버리고 싶네,4,1.0
오늘 각자 엄마 걸고 해볼래?,1,0.0
그 말을 들으니 너를 죽여서 못 만나고 싶구나.,4,1.0
니 이럴 때마다 내가 대리수치 느껴서 짜증남 ㅠㅠㅋㅋ,3,1.0
왜 나한테 어필을 하고 난리야 ㅋㅋㅋ,0,1.0
니가 그모양이니 맨날 감기를 달고 사는거야,0,1.0
사람이 그렇게 없나. #@#이 남아나질 않겠네.,0,1.0
부장 머가리는 꼭 따고 나와라,4,1.0
이래서 조선시대로 다시 돌아가야된다니까 ㅋㅋ,0,1.0
너나 잘해…,1,0.0
조용한걸 원하면 집에서 쳐해라 ㅂ신아,7,0.0
죄송한데 저도 나름 하위 20%안에 들기위해서 많은 노력을 했어요,1,0.0
한 번만 더 그딴 소리하면 진짜 두들겨 맞을 줄 알아,4,1.0
기가 막힌다 명예가 그렇게 아무에게나 있는걸 줄 아나?,1,0.0
어떤 아저씨가 몸빵해서 나 길가에서 날라감,2,0.0
참 더러운 병이지.,3,1.0
눈깔 뽑아서 입에 넣어버리고 싶다,4,1.0
괜히 발 담갔다가 독박 썼네,1,0.0
꼴리는 여자들이 일찍 결혼하고 애 낳는 거임ㅋㅋ,6,1.0
할카스 매독 없나 조심해라 성병 많음,6,1.0
"니 상황아니라고, 이게 웃기냐?",1,0.0
가난한 남자는 다 찌질이고 못생긴 여자는 다 착하냐?,0,1.0
진심은 아닐듯 자살폭탄 테러를 안하면은 본인을 포함한 가족전체를 죽이니까,0,1.0
남자인 내가 들어도 징그러운데 여자들이 들으면 소름 끼치겠네.,0,1.0
너 손가락에 낀 금반지들이 꼭 돼지 손가락에 끼워 둔거 같아서 하는말이다.,7,1.0
쟤가 해주면 더 좋아 죽을 거 같아,6,0.0
약 빤 애들은 변명이 왜 다 똑같은지 몰라.,0,1.0
나도 마른여자랑 하면 무슨 시체랑 하는 거 같더라.,6,0.0
야 요즘 저런 남자들 널리고 널렸어 기분 나쁘게 솔직히 못생기면 집 밖으로 못 나오게 해야 돼,0,1.0
아니 내가 틀린 말 했냐 노가다라도 뛰었으면 저렇게 돈이 없진 않았을 거 아니야 ㅋㅋㅋ,0,1.0
요번 영화 바닥 치고 있는거 봐라ㅋㅋ,1,0.0
넌 항상 나한테 말할 때 마다 짜증이야.,1,0.0
싸움닭마냥 이사람 저사람 너무 시비조잖아,0,1.0
쟤는 생각이란 걸 하고 살까?,0,1.0
신곡 낸다면서 살도 안 빼고 나오면 어쩌자는 거야,1,0.0
#@인간및인간집단.인물.체육인.여성# 페미년 방송 나오는 거 너무 꼴보기 싫다,3,1.0
식당을 시장판으로 만드는 그게 진짜 예술이지.,1,0.0
무기징역을 때려야될 거 아니냐고 ㅋㅋ,0,1.0
산불 원인의 대부분이 인재다,1,0.0
와 너 얼굴에 여드름 장난아니다,1,0.0
뉴스만 봐도 견적 나오잖아ㅋㅋ,0,1.0
신나게 여혐할 땐 언제고 지들 욕먹으니까 조선족이 남녀갈등 주작한다하네,0,1.0
여자는 발이 작고 이뻐야 좋지.,2,0.0
자연스럽게 중간에 가서 껴,1,0.0
여자는 무조건 날씬해야 해!,2,0.0
노란색리본 아직도 달았나?,1,0.0
결혼하지 마라 뭐든 불만인 애들은,1,0.0
응 틀딱 새퀴들 지나갈 때마다 말 걸어,3,1.0
오빠 꼬튜 빨고싶어요... 제발에 입에넣어주세요,6,0.0
#@인간및인간집단.인물.방송인.여성# 예쁘다는 줄 알고 깜놀했네.,1,0.0
너는 고작 나한테 그정도 가치였으니까,1,0.0
하고 싶음? 역겹다 만지기도 싫음; 대단하다,6,1.0
사나이가 가오가 있지 무슨 간호학과냐,2,1.0
그건 너같이 변태 같은사람 생각이고,3,1.0
그럼 너라도 말 해주지 그랬어? 굳이 지금 이렇게 얘기해야겠어?,1,0.0
확실히 연애는 못해 본 애들인 듯,0,1.0
걍 아무거나 대충 처 입어 으휴,7,1.0
그럴거면 결혼을 왜 하냐..혐오스럽다 그런 생각,0,1.0
야 너는 꼭 그렇게 대화를 못하고 시비를 걸더라,1,0.0
저런 애랑 하면 얼마나 싱싱할까,6,0.0
나는 애기가 싫어,1,0.0
너 다 큰 성인이 그렇게 혀짧은 소리내지마,0,1.0
여기 댓글 단 놈들 잡아다 족쳐라,3,1.0
의리가 없네. 숙제는 꼭 나한테 맡기면서. 신의가 없어,0,1.0
머가리에 총질해버리고 싶다니까,4,1.0
못 참겠어요 지금 박아주세요.,6,0.0
늙으면 그냥 못 나다니는 거지 뭐,2,1.0
#@인간및인간집단.조직및단체.기업#는 골목상권 다 잡아먹을 생각인가봐,0,1.0
우리 엄마가 임대 아파트 사는 애들하고는 어울리지 말랬어,2,0.0
다 한 번 해보려는 애들이지,3,0.0
역시 북한에서 나고 자란 것들도 돈이 좋은 건 아는구나,3,1.0
맞아 무슨 돌려서 말하는거 답답함 ㅠ 일본인 종특인가,3,1.0
알바와 교수를 같은 선상에 올리지 마,2,0.0
우리나라 교육 시스템 진짜 망한 티가 난다,3,1.0
그러게 뭔가 걸리는 짓을 하긴 했는갑네?,1,0.0
요즘 잼민이들 단체로 정신병 걸렸나봄; 설칠 때 마다 주먹으로 내려치고싶다,3,1.0
제 이상형은 사회주의자예요.,1,0.0
여사원도 고위직 올라가면 안 입는데 시시콜콜 따지지 좀 마.,1,0.0
#@# 사람들 불쌍하다 무섭겠네,2,0.0
그래서 난 더 강제적으로 하지 ㅎㅎ,5,0.0
그런 것 치곤 몸매가 기깔나는 것도 아닌데?,1,0.0
제가 틀린말 한건 아닌거 같은데 ㅋ,1,0.0
쟤 딱보니까 관상이 보여~,0,1.0
언제부터 책을 읽었다고 이게 약을 팔고 있네,0,1.0
이왕 잘 거라면 흑인들이랑 자.,6,0.0
요즘에 자기객관화가 안되는 애들이 많아서 큰일이다.,1,0.0
동의 구하지말고 그냥 좌삼삼 우삼삼 박아버려,6,0.0
너가 자의식과잉이니 뭐니 할 주제는 안되지 않니?,3,1.0
재미없는게 굳이 2회연장 하는 이유를 모르겠다 ㅋㅋㅋ,1,0.0
이게 지 가수 쪽파는 짓이라는걸 모르죠,0,1.0
이 놈 정도 멘탈은 돼야 #@# 하냐?,0,1.0
멍 웃기네 진짜. 근데 맞는 말이다. 개념 있는 척하려고 하는데 개념은 무슨 머리 비어 보임.,0,1.0
뭐? 도라방스 아님? 어떻게 장애인을 소개시켜주지?,2,1.0
난민을 왜 받아주는 거지? 생각이 있나?,2,1.0
니들이 제작비대냐 훈계 왜이리 많아,0,1.0
#@인간및인간집단.인물.정치인.남성#한테 그 인간 유투브 보라고 홍보했대잖아 ㅋㅋㅋ,1,0.0
진짜 정부 패버리고 싶다,4,1.0
계란 안 먹으면 죽냐?,1,0.0
그러니까. 솔직히 아닌 척 하는 애들도 다 가식일 걸? 그게 더 나쁜 거야.,0,1.0
그러니까 ; 난 이해가 안돼 어떻게 나라의 세금을 돈 개많이 버는 매춘녀들한테 주는거야?,0,1.0
원작이 훌륭한데 이렇게 못살림?,0,1.0
너 약간 양아치 같은 스타일의 남자 좋아함...? 잘생겼는데 클럽 좋아하고 여자 좋아할 거 같은 싸보이는 애들은 쎄게 생기고 성형 티 나는 예쁜 여자 만나던데,0,1.0
너는 그냥 죽어라,3,1.0
너희 엄마가 그렇게 말하라고 가르쳤니,0,1.0
정말 말도 안되는 꿈을 꾸네ㅋㅋㅋ,1,0.0
멍청한 애들만 있어서 정상적인 얘기하는게 특이한 사회.,3,1.0
넥초커에 시스루까지 하는 거 보면 빼박 패티쉬 맞지.,6,1.0
내 생각에는 얼굴에 집 한채 값은 들어간 듯,0,1.0
알콜중독자들 다 간암걸려라.,4,1.0
너라도 속썩이지 말고 잘해라,2,0.0
#@인간및인간집단.인물.방송인.남성#은 편집도 안 하고 그냥 지껄이는데 구독자 33만 명이 넘고.,0,1.0
목소리 안 나오게 성대를 끊어버리고 싶다,4,1.0
수영선수들이 수영을 왜이렇게 못해?,1,0.0
심해어 보면 외계인들이 생물체 만들고 지구 바다에 풍당 빠뜨린 느낌이잖음,1,0.0
어제 저녁을 그렇게 많이 먹었으면서 무슨....가서 런닝머신이나 뛰어,1,0.0
걔는 한녀라서 돈면 대줘,0,1.0
날조기사 가져와서 우기면 팩트가 되냐?,1,0.0
보고 있음 혀나만 온다,0,1.0
나는 서양인이 싫어.,2,0.0
헬창들 무식하기 짝이없는거 같아,0,1.0
헛소리한다ㅋㅋ여친있음 야동은 패배자들이나 보는거지,3,1.0
야동 보는게 니 일이니?,6,0.0
저 면봉을 안핥고 참아? 나였으면 살짝이라도 혀 댔다,6,0.0
저거 진짜 때려죽일 놈이네,4,1.0
니가 뭔데 우리 언니들을 평가해?,1,0.0
또 #@#이 #@#했네,3,1.0
그전에 니 월급통장이 터질라.,0,1.0
오래 살겠다ㅋㅋ,1,0.0
방 빌려서 하면 되지^^ 너랑은 할 거 아닌데 별 걸 다 걱정하네,1,0.0
적극찬성이지 판새들 판결 내리는 꼬라지 보면 속에천불난다,3,1.0
급식충들 왜케 꼴보기 싫냐,3,1.0
로또 일등짜리 운을 음료수에 다 쏟아 부었네?ㅋㅋㅋ,0,1.0
20년 동안 전기료 먹는 쓰레기 기계를 뽕을 뽑을대로 뽑고 버리는 거다.,0,1.0
오늘 니 죽탱이가 자유분방하구나?,4,1.0
이게 어른한테 말버르장머리가 없네,0,1.0
고양이 그거 유해성이 바퀴벌레 수준이야 털달린 바퀴벌레 ㅋㅋ,1,0.0
그럼 잠시나마 즐겁긴 했겠네,3,0.0
너 기침소리만 들어도 이제 짜증이 나.,1,0.0
여자라서 판사랑 몇 번 해주면 집유도 쌉가능이지 ㅋㅋㅋ,6,1.0
웹툰 작가들하고 일 해보니 예체능쪽이 괜히 천대받는 게 아니야,1,0.0
근데 미래에 내 손주는 안 저랬으면 좋겠네,1,0.0
또 대놓고 싸우자는 식이네,1,0.0
성범죄 신고한 사람이 성범죄자라는 거야.,1,0.0
너한테 똥냄새 나는데,3,1.0
자기 딸을 선거유세에 동원하다니 참 대단하다.,1,0.0
선임이 후임의 함몰 ㅇㄷ를 격하게 빨아주는...,3,1.0
맞아 꼭 여자한테만 큰 소리 뻥뻥 치더라,0,1.0
욕도 아까운 이 개미나리야,7,1.0
너 만나다 보니까 애교 떨면 혼자 이혼까지 할까봐 있던 애교도 사라지더라.,1,0.0
기생충 박사 #@인간및인간집단.인물.인물_무정보.남성#은 본인이 기생충임을 증명하고 있네.,3,1.0
연인끼리 이성 문제로 다투는 것도 어릴 때다,1,0.0
뚝배기를 깨버리고 싶어,4,1.0
호떡 몇개값?  허허  후유장애 영구손상   수억  나올듯!!   호떡 만개 값,0,1.0
"압력 넣은 국회의원들 사비로 적자 메워야해,",0,1.0
남이 밥 먹는 거에 시비걸지 말고 유기견 봉사나 해,0,1.0
그럼 이따 과자 훔쳐가야지 ㄹㅇ 개꿀이네,5,0.0
지가 선택한 직업이면서 던지고 있네;;,0,1.0
아니 하는 말이 논리도 없고 맥락도 없는게,1,0.0
돈 많고 재산 많은 정치인들은 비싼 계란 사 먹어도 상관없겠지만 국민들은 죽어난다..,1,0.0
질문 받겠다면서 눈막귀막하는 것 좀 봐라 ㅉㅉ,0,1.0
진짜 무슨 짐승 같아 ㅋㅋㅋ,0,1.0
폴더폰 너무 웃긴 게 겨우 쌔빠지게 기술 발전 시켜서 심플한 바 형태로 스마트폰 만들어놨더니 그걸 기어이 다시 접고 앉았어,1,0.0
당연하지 안아키스트야,1,0.0
ㅋㅋ 나라를 걱정해서 하는 숭고한 노력이라고 생각하시지,3,1.0
스시녀는 그저 빛이지,1,0.0
"야, 돈 없어서 한국 온 외노자가 불쌍하니까 봐줘라 ㅋㅋㅋ",2,1.0
가해자를 보호하는게 말이 됩니까? 진짜 우리나라 판사들은 각성해라,0,1.0
시1발 내가 잘못한게 있어쟈지 빌지 그 미띤련,7,0.0
아 이 새77ㅣ 오늘 생양파 쳐먹음? 진짜 aㅏ 가리 똥내 지리네,7,1.0
센 척 하려고 저러는 건가,0,1.0
니 여자친구 쌩얼은 존못일 듯 ㅋㅋㅋ,7,1.0
넌 그 30대 중후반 상폐가 아니길 바란다?,3,0.0
딱 봐도 전남친이 조개확장공사 시켜줬는데?,6,0.0
음 성형을 좀 하긴 한듯 ㅋㅋ,0,1.0
너는 나이가 몇 살인데 인터넷에서 싸우냐,1,0.0
몰골이 그게 뭐야?,1,0.0
남자한테 순종하는 노예ㅋㅋ,6,1.0
보면 몰라? 나 서울 시장이야 당장 문열어!,1,0.0
그거 #@#들이 빼먹은거 아니냐? 그거 신고해도 업소에서 보상 안해준다는데 ㅋㅋ,1,0.0
완전 쭉쭉빵빵 쌔끈하네,6,0.0
야 차라리 에코백 들어. 짝퉁은 없어보이더라,1,0.0
말라깽이들도 그렇던데,1,0.0
아들 너 공부 열심히 안하면 나중에 저런 일이나 한다,2,1.0
이렇게 라도 말해야지 속이 좀 풀리지ㅋㅋ,0,1.0
뭐 야 저게 왜 쳐다보고 질할임?,7,1.0
어제 여친이랑 처음으로 잠자리 가졌는데 진짜 1분만에..쌈..,6,0.0
딸들은 다 출가외인이니까 남자가 훨씬 낫지.,2,0.0
도대체 저런 상스러운 건 왜 하는 걸까?,1,0.0
남자친구 때문에 스트레스 받지 마라,1,0.0
난 방구석에 박혀 있는데 넌 왜 드라이브 갔어,1,0.0
아니 진짜 못먹겠어서 거절한건데 너는 뭔 말을 그따구로 하는거야,1,0.0
나대니까 좀 보기 싫어서 그래,0,1.0
말 함부로 하는 애들 입 꼬매버리고 싶음.,4,1.0
입하고 손하고 다 박살내서 담배를 못피게 해줄까?,4,1.0
피부 관리라도 하든가 운동해서 살이라도 빼든가 뭐하는 거래?,0,1.0
너 그거 해서 밥벌이나 제대로 하냐?,0,1.0
그러게 관중한테 몰매 한 번 맞아 봐야 정신을 차리려나,4,1.0
여자 맛을 모르는구나 너,6,0.0
쟤는 몸매빼고 할줄 아는게 아무것도 없네,0,1.0
저 여배우가 베드신 연기 찐하게 19금으로 한 번 해 줬으면 좋겠다.,6,0.0
"그러게, 심지어 땀을 너무 흘려서 화장이 녹아내린 거 극혐.",3,1.0
곧 길거리에 나앉아서 노숙자랑 한솥밥 쳐먹을 듯…,3,1.0
"너도 안 치우면 될 걸 왜 따라다니며 잔소리야,  듣기싫게",3,1.0
장기매매건 뭐건 우리 엄마 살릴 수 있겠네. 너무 다행이다. ㅠㅜ,5,0.0
네 팔뚝이 가늘면 그렇게 생각 안 할걸?,1,0.0
그러게 5:5 가르마 진짜 부담스럽다.,1,0.0
남자가 어떻게 주방에 들어가서 일을 하니,2,0.0
세상에 공짜는 없다 이것들아,0,1.0
"누나, 오늘 따라 신음소리가 가쁜걸 보니 만족스러웠나봐?",6,0.0
되바라져서 한마디도 안지고 세상 말세다,0,1.0
좀 얼굴 반반하다 하면 여경 클라스 하면서 침질질 흘리고 상품화하려고 뽑는거아님? ㅋㅋ,6,1.0
나 여자들이 오히려 보일듯말듯하게 입은 게 개꼴리더라.,6,0.0
애 낳으러 가냐? 낳냐가 아니라 낫냐.,1,0.0
ㅋㅋㅋ여자 못 만나본 거 셀프 인증하냐?,0,1.0
예쁘지도 않은 게 남모르는 재주가 있나봐. ㅋㅋㅋ,6,1.0
죽지 못해서 사는 거 아닐까?,1,0.0
죽고 싶지 않으면 시키는 대로 하는 게 좋을 거야.,4,1.0
정말 못생겼나보구나.,0,1.0
있으면 뭐하려고. 공부하라고 했는데 무슨 생각을 해? 정신차려,2,1.0
응원받지 못하는 대한민국 야구 대표팀ㅉㅉ,0,1.0
잃어버린 놈이 덜 떨어진거지 내알빠야,4,1.0
결국 이들의 종착지는 부동산이었구나.,1,0.0
남자는 이성이라는게 없는 짐승들인가?,3,1.0
대부분 자기 애를 제대로 안키워서...,1,0.0
재수없게 내 글에 댓글 달지말라고,3,1.0
아는구만 뭘 물어봐 그래 나 미칠년이다 개자녀야,7,1.0
또 모집할땐 국군의 아들 일생기면 뉘집 아들이냐?,1,0.0
말이야 방구야 그게.,1,0.0
쟤는 그냥 배은망덕한 거임,0,1.0
시도때도 없이 어딜 갔을까? 하도 발발거리고 다니니 종잡을 수가 있어야지.,0,1.0
국짐이 판치는 나라에서 애는 낳아 뭐하냐,3,1.0
아 진짜 꼴깝을 떠네.,0,1.0
무쌍에 눈이 위로 찢어졌고 그러면 중국인인거지,2,0.0
이미 다 실수 다 해놓고 못하겠다고 하면 어쩌라는 거지?,1,0.0
그건 너 생각이고. 너는 운동신경 최악이야.,0,1.0
쟤한테서 냄새나는 것 같아.,1,0.0
그와중에 몸은 좋네 ㅋㅋㅋㅋ,0,1.0
남자들 어디 서러워서 살겠냐?,1,0.0
야 내 동생이 너 따먹고 싶단다 빨리 옆에 앉아라,6,0.0
눈물의 사퇴 연설. 진정한 정치인의 모습이네요.,1,0.0
그게 최소한의 효도야,4,0.0
눈깔을 뽑아서 운전을 못 하게 만들어버려야지,4,1.0
그러니까 지들이 공부했으면 지금 정규직인데,0,1.0
짐승입장도 들어봐야지ㅋㅋ,0,1.0
그 짧은 거리도 못 뛰는 거 보니 다리 장애 아니냐?,4,1.0
죽이지 마라 내가 잘근잘근 천천히 고통을 주면서 죽인다.,3,1.0
그럼 앂질하는거 찍어주시는걸로 해서 150에 합시다,6,0.0
맞아 묶어 놓고 후드려 패야지,4,1.0
반박도 안 되는 애들이라 그냥 포기함,0,1.0
야 혼자 죽으라 해 제발.,0,1.0
저긴 짱궈들이 점령했던 곳인데 걔네 빠지면 당연히 망하지,3,1.0
야 그거 완전 돈낭비 쩔어 나 빡쳐서 그 회사 불지르러 갈뻔,5,1.0
ㅋㅋㅋ 어린 애들때문에 열받아서 어쩔 줄 모르고 있는 너도 참,0,1.0
운동 좀 해라,1,0.0
ㄹㅇ 알바생 와꾸도 개빻아서 가고 싶은 마음 안 생김,3,1.0
아니근데 진짜 이해 안가지 않음? 저나이에 저사고가 말이됨?,2,0.0
너만하겠냐,1,0.0
ㅇㅈ 정치 잘해서 뭐하노 국민 대통합시키는 대통령이면 충분하다,1,0.0
아 자기가 숙성된 와인이라고 하는 찐따남 만나봤는데,3,1.0
손가락 분질러버리기 전에 앉아,4,1.0
머리카락을 입에 쳐넣어버릴까보다,4,1.0
남자집에 인형이 말이 되냐?,2,0.0
고딩 무서운 맛 좀 보여줄까?,4,0.0
내가 여기 사람인 게 수치스럽다.,0,1.0
게이라니 말넘심이네 ㅋㅋ,2,0.0
주말이라 지하철에 사람 준나 많을 줄 알았는데,7,0.0
게이들은 죄다 하나같이 성욕에 미쳐버린거 아닐까,3,1.0
아까 같이 놀 때는 힘도 쎄서 파트너로 좋다고 하더니 웬 변덕이야?,1,0.0
연구하는 사람들에겐 국민들 목숨이 모기수준 되려나?,3,1.0
내집은 내가 알아서 해;,1,0.0
공주님 누런 냉이 보약 아니겠냐,6,0.0
피우던 꽁초 쓰레기통에 좀 넣으면 손가락이 부러지냐?,0,1.0
ㅇㅇ 너 바람 피는 거 알아,1,0.0
다물어 그건 너 때문이야,1,0.0
우리 학원에 똥냐 다니는 듯,3,1.0
나 요즘 외로운데 좋은 딸감 있냐?,6,0.0
헐 앂빨 자석이네 전에 나보고도 침질질흘리긴 하더라,1,0.0
어딜가 어른이 말하는데,1,0.0
저런 애들은 어릴 때부터 두들겨 패야돼,4,1.0
저사람 장례식장에 저렇게 입고 온거야?ㅡㅡ,1,0.0
너는 배 타면 그냥 장례 준비나 해라ㅋ,7,1.0
노친네들은 요양원에 가두는 게 답이야,3,1.0
주제를 모르고 맨날 잘생긴 척이나 하려고.,0,1.0
전남친이 걔 보더니 혹시..? 이러더라,3,0.0
"한쪽이 없어지면, 다른 쪽이 힘들어진까 속으로는 같이 흥하자는 멘탈리티지",0,1.0
아 나한테서도 싸이코패스의 피가 흐르나ㅋㅋ,0,1.0
매가 약이라고 그냥 개 패면 돼,4,1.0
뭔 소리임 동물이 물건이냐???,7,0.0
시부레 ㅋㅋ 밑에까지 까맣노? 하 맛이 안 난다,6,1.0
숏컷한 여자들 다 거르면 되나?,3,0.0
환장할 노릇이다,1,0.0
아놔 빨리 좀 고르고 나가 인간들아 여기서 밤 새겠다,3,0.0
윗선에서 뭉그적 거리다가 끝내라고 전화 온 거지,0,1.0
니 생긴게 진짜 문제 있다 나중에 병원 한번 가봐,0,1.0
쟤는 학점 개망하고 공부는 하기 싫으니까 저러는 거야,0,1.0
줘도 못 먹냐?,6,0.0
젊은 놈이 말하는 꼬라지가 바가지네,7,1.0
돈이 없으면 날 낳지를 말았어야지,0,1.0
한국에서나 알아줬지 저 구위에 실력으로 무슨 미국을 간다고,0,1.0
로또 사 봤지요? 5천원짜리만 몇개 됐지요?,7,0.0
너같이 공부해서 성적이 잘 나오는 게 이상한 거 아니냐?,0,1.0
기사에 “제가 대검 찾아가면 윤석열이 시켜서 온 게 되니 저는 쏙 빠져야 된다” 이 내용은 왜 뺌?? 조중동 클라쓰,0,1.0
니가 이해를 할 수 있는 머리가 없는 건 아니고?,0,1.0
ㅋㅋ없는데 담에 또 걸리면 그땐 걍 박아버릴 거임ㅅㄱ,5,0.0
길거리에서 냄새나는 것 같아.,1,0.0
요즘 뉴스 급 떨어지지 않아? 요즘 길거리 걸어다니는 애들 잡아다가 기자 시킴?,0,1.0
이게 나란가 싶다 적을 자기나라에 데려온다라 답이없네,0,1.0
"팩폭 하나 하자면, 남자들은 뚱뚱해도 여친이 있는 경우가 있는데 여자 뚱뚱하면 절대 남친 없음",0,1.0
아 갚는다고 했자나 작작좀 보채라 징징이냐,7,1.0
밖에서 놀다가 걸린 애들은 그냥 죽게 내버려 두지,4,1.0
"야, 남자는 부엌에 들어가면 안 되니까 맞는 말이지 ㅋㅋㅋ",2,0.0
아 배달 전화온 아줌마련 죨리 네가지없게 딱 끊네 주소아는데 가서 목쫄라 죽여버릴까,0,1.0
이건 뭐.... 노답인데,1,0.0
너 또 보톡스 맞았니?,1,0.0
면상을 아스팔트에 갈아버리고 싶다,4,1.0
길거리에서 길빵하는 애들 진짜 싫다,1,0.0
너 제정신이 아니구나,0,1.0
아니면 머리 벗겨진 혐저씨도 있음,3,1.0
와하하 너 머리가 굉장히 크다,1,0.0
그런데도 백신 꾸역꾸역 맞는 대중들은 개돼지가 맞다,0,1.0
30대 돼서 소개팅 많이 들어온다고 인기 많은 줄 아나?,3,0.0
딩크? 너무 이기적이지 않냐?,1,0.0
야 회사 붕괴되면 너도 죽어,0,1.0
너는 꼭 스타벅스 커피만 마시더라?,1,0.0
가서 뺨따구 갈기고 물 끼얹고 오셈,4,1.0
걔 노래 못 들어주겠어,1,0.0
쌍팔년도 노래를 아직도 듣고있네,0,1.0
그때 난 떡안치고 뭐했나 모르겠다,6,0.0
심심해 그럼 아구지 한대 맞아볼래?,4,1.0
남친 친구가 말해줬는데 남친이 나보고 가성비 여친이랬대 그래서 반 죽여놓을라고,4,1.0
공짜로 대 준다고 해도 못할 듯,6,1.0
일단 걔 이름이랑 전화번호 알려주면 신상 털어줄게.,5,0.0
남의 돈 떼먹는 게 그렇게 좋은가,0,1.0
남자가 한 요리 더러워서 먹을 수나 있겠어,2,1.0
진짜 어떻게 나라 자체가 그런 식으로 막장이지? ㅋㅋㅋ,0,1.0
"다 지들 마이웨이지, 이게 학교냐?",0,1.0
